OBJECTID,DESCRIPTION,ID,ECYHRIMED,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
198,"H3W (Montreal, QC)",H3W,60563.45,60563.45,5569083.5,12464.00419712417,1753801822858,Synapse54,1753801822858,Synapse54
199,"H3X (Montreal, QC)",H3X,73803.35,73803.35,8676070.0,13038.712105834822,1753801822858,Synapse54,1753801822858,Synapse54
200,"H3Y (Montreal, QC)",H3Y,239570.28,239570.28,5680936.5,10400.46779440301,1753801822858,Synapse54,1753801822858,Synapse54
201,"H3Z (Montreal, QC)",H3Z,88479.89,88479.89,2971245.0,7979.12833061372,1753801822858,Synapse54,1753801822858,Synapse54
202,"H4A (Montreal, QC)",H4A,75322.76,75322.76,6339669.0,10830.775097279686,1753801822858,Synapse54,1753801822858,Synapse54
203,"H4B (Montreal, QC)",H4B,51106.22,51106.22,5495449.5,11430.593825626274,1753801822858,Synapse54,1753801822858,Synapse54
204,"H4C (Montreal, QC)",H4C,64510.61,64510.61,10079054.5,19231.90024241674,1753801822858,Synapse54,1753801822858,Synapse54
205,"H4E (Montreal, QC)",H4E,58390.66,58390.66,10446763.5,18116.080205740356,1753801822858,Synapse54,1753801822858,Synapse54
206,"H4G (Verdun, QC)",H4G,62236.72,62236.72,6200126.5,10435.627645908377,1753801822858,Synapse54,1753801822858,Synapse54
207,"H4H (Verdun, QC)",H4H,70145.66,70145.66,6500184.5,11023.978149390903,1753801822858,Synapse54,1753801822858,Synapse54
208,"H4J (Montreal, QC)",H4J,53919.68,53919.68,6400914.5,12111.703398579217,1753801822858,Synapse54,1753801822858,Synapse54
209,"H4K (Montreal, QC)",H4K,89479.63,89479.63,10268900.0,15365.586434704945,1753801822858,Synapse54,1753801822858,Synapse54
210,"H4L (Montreal, QC)",H4L,62331.97,62331.97,10499306.5,13425.367090877367,1753801822858,Synapse54,1753801822858,Synapse54
211,"H4M (Montreal, QC)",H4M,79291.1,79291.1,6193041.5,11376.386905744941,1753801822858,Synapse54,1753801822858,Synapse54
212,"H4N (Montreal, QC)",H4N,58842.67,58842.67,11515200.0,17692.530830513202,1753801822858,Synapse54,1753801822858,Synapse54
213,"H4P (Montreal, QC)",H4P,63691.6,63691.6,7616644.5,13917.162705093007,1753801822858,Synapse54,1753801822858,Synapse54
214,"H4R (Montreal, QC)",H4R,91307.76,91307.76,19778627.5,19925.041667183443,1753801822858,Synapse54,1753801822858,Synapse54
215,"H4S (Montreal, QC)",H4S,160547.95,160547.95,25736787.0,27350.179631335064,1753801822858,Synapse54,1753801822858,Synapse54
216,"H4T (Montreal, QC)",H4T,87788.43,87788.43,12913673.5,17286.679172996657,1753801822858,Synapse54,1753801822858,Synapse54
217,"H4V (Montreal, QC)",H4V,60545.35,60545.35,4860370.5,9490.823388671204,1753801822858,Synapse54,1753801822858,Synapse54
218,"H4W (Montreal, QC)",H4W,73689.33,73689.33,15741448.0,18055.60507168441,1753801822858,Synapse54,1753801822858,Synapse54
219,"H4X (Montreal, QC)",H4X,105557.47,105557.47,3272580.5,9711.337741501437,1753801822858,Synapse54,1753801822858,Synapse54
220,"H4Y (Pointe-Claire-Dorval, QC)",H4Y,0.0,0.0,13605865.0,21906.491759391112,1753801822858,Synapse54,1753801822858,Synapse54
221,"H4Z (Montreal, QC)",H4Z,60235.17,60235.17,48269.5,1084.0077881690113,1753801822858,Synapse54,1753801822858,Synapse54
222,"H5A (Montreal, QC)",H5A,0.0,0.0,70328.5,1077.3693943590201,1753801822858,Synapse54,1753801822858,Synapse54
223,"H5B (Montreal, QC)",H5B,66318.51,66318.51,69225.0,1241.39561389562,1753801822858,Synapse54,1753801822858,Synapse54
224,"H7A (Laval, QC)",H7A,98247.66,98247.66,55986161.0,35792.476329694015,1753801822858,Synapse54,1753801822858,Synapse54
225,"H7B (Laval, QC)",H7B,95436.78,95436.78,12833492.0,19465.102961418776,1753801822858,Synapse54,1753801822858,Synapse54
226,"H7C (Laval, QC)",H7C,67686.16,67686.16,26706438.0,33344.532757897236,1753801822858,Synapse54,1753801822858,Synapse54
227,"H7E (Laval, QC)",H7E,98261.46,98261.46,58603236.5,49715.749208773435,1753801822858,Synapse54,1753801822858,Synapse54
228,"H7G (Laval, QC)",H7G,70481.72,70481.72,12923832.5,19204.029301455565,1753801822858,Synapse54,1753801822858,Synapse54
229,"H7H (Laval, QC)",H7H,98494.83,98494.83,15956758.0,19199.605061874256,1753801822858,Synapse54,1753801822858,Synapse54
230,"H7J (Laval, QC)",H7J,82467.25,82467.25,53323302.0,33198.313020576155,1753801822858,Synapse54,1753801822858,Synapse54
231,"H7K (Laval, QC)",H7K,101672.13,101672.13,30865320.0,25890.412217277662,1753801822858,Synapse54,1753801822858,Synapse54
232,"H7L (Laval, QC)",H7L,105134.65,105134.65,44625160.0,29614.545742793118,1753801822858,Synapse54,1753801822858,Synapse54
233,"H7M (Laval, QC)",H7M,81525.39,81525.39,21060041.0,20135.878363934327,1753801822858,Synapse54,1753801822858,Synapse54
234,"H7N (Laval, QC)",H7N,63132.76,63132.76,22733173.5,31142.9739798465,1753801822858,Synapse54,1753801822858,Synapse54
235,"H7P (Laval, QC)",H7P,90899.57,90899.57,39418609.5,29119.748261948425,1753801822858,Synapse54,1753801822858,Synapse54
236,"H7R (Laval, QC)",H7R,88671.82,88671.82,39328921.5,33526.83151448517,1753801822858,Synapse54,1753801822858,Synapse54
237,"H7S (Laval, QC)",H7S,65499.18,65499.18,10962382.0,13461.308964386186,1753801822858,Synapse54,1753801822858,Synapse54
238,"H7T (Laval, QC)",H7T,75643.82,75643.82,19220992.5,21847.72561749218,1753801822858,Synapse54,1753801822858,Synapse54
239,"H7V (Laval, QC)",H7V,55936.81,55936.81,13084368.0,17090.83415240245,1753801822858,Synapse54,1753801822858,Synapse54
240,"H7W (Laval, QC)",H7W,68635.98,68635.98,21296664.5,20542.33134907331,1753801822858,Synapse54,1753801822858,Synapse54
241,"H7X (Laval, QC)",H7X,103170.54,103170.54,31137712.0,25106.867662548826,1753801822858,Synapse54,1753801822858,Synapse54
242,"H7Y (Laval, QC)",H7Y,125073.94,125073.94,14444971.0,18869.75173232823,1753801822858,Synapse54,1753801822858,Synapse54
243,"H8N (Lasalle, QC)",H8N,62891.99,62891.99,14389471.0,18103.010513945057,1753801822858,Synapse54,1753801822858,Synapse54
244,"H8P (Lasalle, QC)",H8P,63793.16,63793.16,21862717.5,20668.285538772176,1753801822858,Synapse54,1753801822858,Synapse54
245,"H8R (Lasalle, QC)",H8R,59527.82,59527.82,18116586.5,27293.21202861797,1753801822858,Synapse54,1753801822858,Synapse54
246,"H8S (Lasalle, QC)",H8S,60364.38,60364.38,19856874.0,24144.754425147134,1753801822858,Synapse54,1753801822858,Synapse54
247,"H8T (Pointe-Claire-Dorval, QC)",H8T,79730.95,79730.95,21610415.0,20729.17122189251,1753801822858,Synapse54,1753801822858,Synapse54
248,"H8Y (Roxboro, QC)",H8Y,75515.72,75515.72,14039619.0,22252.616674527148,1753801822858,Synapse54,1753801822858,Synapse54
249,"H8Z (Roxboro, QC)",H8Z,80658.0,80658.0,11082242.5,14451.759662340886,1753801822858,Synapse54,1753801822858,Synapse54
250,"H9A (Pierrefonds, QC)",H9A,102778.44,102778.44,9353959.0,13155.163982221264,1753801822858,Synapse54,1753801822858,Synapse54
251,"H9B (Roxboro, QC)",H9B,87859.47,87859.47,14796114.0,18421.91025899604,1753801822858,Synapse54,1753801822858,Synapse54
252,"H9C (Pierrefonds, QC)",H9C,123247.73,123247.73,24503744.5,20531.792890304176,1753801822858,Synapse54,1753801822858,Synapse54
253,"H9E (Pierrefonds, QC)",H9E,101503.6,101503.6,42250333.0,27083.5790617143,1753801822858,Synapse54,1753801822858,Synapse54
254,"H9G (Pointe-Claire-Dorval, QC)",H9G,98559.95,98559.95,8457140.5,12464.539249179079,1753801822858,Synapse54,1753801822858,Synapse54
255,"H9H (Pierrefonds, QC)",H9H,89359.44,89359.44,19613903.5,23879.67204388559,1753801822858,Synapse54,1753801822858,Synapse54
256,"H9J (Pierrefonds, QC)",H9J,109231.5,109231.5,17167469.0,23970.816444803262,1753801822858,Synapse54,1753801822858,Synapse54
257,"H9K (Pierrefonds, QC)",H9K,107738.67,107738.67,30500131.5,26824.382930325875,1753801822858,Synapse54,1753801822858,Synapse54
258,"H9P (Pointe-Claire-Dorval, QC)",H9P,88507.27,88507.27,19498535.0,39692.170261991225,1753801822858,Synapse54,1753801822858,Synapse54
259,"H9R (Pointe-Claire-Dorval, QC)",H9R,93169.73,93169.73,29882299.5,25305.84671237734,1753801822858,Synapse54,1753801822858,Synapse54
260,"H9S (Pointe-Claire-Dorval, QC)",H9S,78331.58,78331.58,78965867.0,44171.880466646624,1753801822858,Synapse54,1753801822858,Synapse54
261,"H9W (Beaconsfield, QC)",H9W,151733.09,151733.09,43852698.0,28888.96518701168,1753801822858,Synapse54,1753801822858,Synapse54
262,"H9X (Sainte-Anne-De-Bellevue, QC)",H9X,109610.9,109610.9,73291956.5,35517.603411509444,1753801822858,Synapse54,1753801822858,Synapse54
263,"J0A (Warwick, QC)",J0A,66266.76,66266.76,2834357143.0,359358.8229727042,1753801822858,Synapse54,1753801822858,Synapse54
264,"J0B (Richmond, QC)",J0B,69373.75,69373.75,10667378133.5,1065896.4278918828,1753801822858,Synapse54,1753801822858,Synapse54
265,"J0C (Saint-Germain-De-Grantham, QC)",J0C,68747.96,68747.96,2217789273.0,543899.6487326861,1753801822858,Synapse54,1753801822858,Synapse54
266,"J0E (Waterloo, QC)",J0E,72548.47,72548.47,4549634499.230469,648394.7017630582,1753801822858,Synapse54,1753801822858,Synapse54
267,"J0G (Saint-Francois-Du-Lac, QC)",J0G,64462.23,64462.23,2514787680.5,333340.5205009883,1753801822858,Synapse54,1753801822858,Synapse54
268,"J0H (Acton Vale, QC)",J0H,72245.88,72245.88,4017334345.9570312,538883.6400762808,1753801822858,Synapse54,1753801822858,Synapse54
269,"J0J (Napierville, QC)",J0J,73854.41,73854.41,3163504441.4609375,385870.6950955986,1753801822858,Synapse54,1753801822858,Synapse54
270,"J0K (Rawdon, QC)",J0K,62341.13,62341.13,29697039721.0,1406950.3334880418,1753801822858,Synapse54,1753801822858,Synapse54
271,"J0L (Saint-Amable, QC)",J0L,81995.54,81995.54,2780902762.0429688,596544.2844540038,1753801822858,Synapse54,1753801822858,Synapse54
272,"J0M (Chisasibi, QC)",J0M,92175.36,92175.36,2507274503756.0,24396187.397056405,1753801822858,Synapse54,1753801822858,Synapse54
273,"J0N (Sainte-Marthe-Sur-Le-Lac, QC)",J0N,89595.89,89595.89,341790001.0,92049.64421828423,1753801822858,Synapse54,1753801822858,Synapse54
274,"J0P (Saint-Zotique, QC)",J0P,83464.11,83464.11,1320873265.0,299819.56036801497,1753801822858,Synapse54,1753801822858,Synapse54
275,"J0R (Saint-Sauveur, QC)",J0R,81437.95,81437.95,549507968.0,153164.86554496005,1753801822858,Synapse54,1753801822858,Synapse54
276,"J0S (Sainte-Martine, QC)",J0S,67019.51,67019.51,3261392891.5,373681.8522427627,1753801822858,Synapse54,1753801822858,Synapse54
277,"J0T (Saint-Donat-De-Montcalm, QC)",J0T,60417.66,60417.66,10294024616.5,948593.2698027412,1753801822858,Synapse54,1753801822858,Synapse54
278,"J0V (Saint-Andre-Avellin, QC)",J0V,60829.77,60829.77,5169637352.5,604696.2148960141,1753801822858,Synapse54,1753801822858,Synapse54
279,"J0W (Lac-Des-Ecorces, QC)",J0W,55356.3,55356.3,72760667284.5,2116484.49890364,1753801822858,Synapse54,1753801822858,Synapse54
280,"J0X (Wakefield, QC)",J0X,67624.76,67624.76,18401542242.5,1302599.5812032141,1753801822858,Synapse54,1753801822858,Synapse54
281,"J0Y (Malartic, QC)",J0Y,74956.44,74956.44,223534310999.0,3278730.6722274064,1753801822858,Synapse54,1753801822858,Synapse54
282,"J0Z (Lorrainville, QC)",J0Z,69235.18,69235.18,59867601510.0,2216439.0400546975,1753801822858,Synapse54,1753801822858,Synapse54
283,"J1A (Coaticook, QC)",J1A,58676.95,58676.95,568143726.5,138682.11350637994,1753801822858,Synapse54,1753801822858,Synapse54
284,"J1C (Sherbrooke, QC)",J1C,74075.87,74075.87,148314795.5,58854.95341782354,1753801822858,Synapse54,1753801822858,Synapse54
285,"J1E (Sherbrooke, QC)",J1E,53475.7,53475.7,36392307.5,31305.785200373433,1753801822858,Synapse54,1753801822858,Synapse54
286,"J1G (Sherbrooke, QC)",J1G,62377.85,62377.85,23722537.5,26568.26494121696,1753801822858,Synapse54,1753801822858,Synapse54
287,"J1H (Sherbrooke, QC)",J1H,46705.9,46705.9,90156997.5,95524.0591322304,1753801822858,Synapse54,1753801822858,Synapse54
288,"J1J (Sherbrooke, QC)",J1J,67659.99,67659.99,14850239.5,21529.415696903085,1753801822858,Synapse54,1753801822858,Synapse54
289,"J1K (Sherbrooke, QC)",J1K,58072.31,58072.31,14646372.0,20632.820225363073,1753801822858,Synapse54,1753801822858,Synapse54
290,"J1L (Sherbrooke, QC)",J1L,60345.34,60345.34,27073074.0,24825.97616578884,1753801822858,Synapse54,1753801822858,Synapse54
291,"J1M (Sherbrooke, QC)",J1M,64999.23,64999.23,66319442.5,51850.27975629163,1753801822858,Synapse54,1753801822858,Synapse54
292,"J1N (Sherbrooke, QC)",J1N,85537.63,85537.63,196798113.5,75865.43435097949,1753801822858,Synapse54,1753801822858,Synapse54
293,"J1R (Sherbrooke, QC)",J1R,94918.21,94918.21,129969730.0,55500.89678544112,1753801822858,Synapse54,1753801822858,Synapse54
294,"J1S (Windsor, QC)",J1S,68581.84,68581.84,306725365.5,94080.75320925176,1753801822858,Synapse54,1753801822858,Synapse54
295,"J1T (Val-Des-Sources, QC)",J1T,50036.7,50036.7,94108625.0,49846.76465177346,1753801822858,Synapse54,1753801822858,Synapse54
296,"J1X (Magog, QC)",J1X,68409.06,68409.06,728921445.0,201253.21200864858,1753801822858,Synapse54,1753801822858,Synapse54
297,"J1Z (Saint-Cyrille-De-Wendover, QC)",J1Z,80886.61,80886.61,352999380.0,123836.95765720992,1753801822858,Synapse54,1753801822858,Synapse54
298,"J2A (Drummondville, QC)",J2A,77241.82,77241.82,210419353.0,83920.96306970775,1753801822858,Synapse54,1753801822858,Synapse54
299,"J2B (Drummondville, QC)",J2B,58548.66,58548.66,262759591.40234375,162201.91283563137,1753801822858,Synapse54,1753801822858,Synapse54
300,"J2C (Drummondville, QC)",J2C,57758.05,57758.05,46328225.59765625,41604.1853996451,1753801822858,Synapse54,1753801822858,Synapse54
301,"J2E (Drummondville, QC)",J2E,65679.54,65679.54,18350789.5,28926.839340474853,1753801822858,Synapse54,1753801822858,Synapse54
302,"J2G (Granby, QC)",J2G,51904.49,51904.49,27125065.5,40964.248286282396,1753801822858,Synapse54,1753801822858,Synapse54
303,"J2H (Granby, QC)",J2H,87047.89,87047.89,136788271.0,82651.78876586944,1753801822858,Synapse54,1753801822858,Synapse54
304,"J2J (Granby, QC)",J2J,64518.87,64518.87,158975426.5,75483.31166212616,1753801822858,Synapse54,1753801822858,Synapse54
305,"J2K (Cowansville, QC)",J2K,57570.4,57570.4,327067186.0,107161.13325887192,1753801822858,Synapse54,1753801822858,Synapse54
306,"J2L (Bromont, QC)",J2L,100086.99,100086.99,230068726.0,81624.30958657779,1753801822858,Synapse54,1753801822858,Synapse54
307,"J2M (Shefford, QC)",J2M,91008.89,91008.89,242332781.2734375,116121.4987637872,1753801822858,Synapse54,1753801822858,Synapse54
308,"J2N (Farnham, QC)",J2N,64985.5,64985.5,187541869.5,67299.99265741695,1753801822858,Synapse54,1753801822858,Synapse54
309,"J2R (Saint-Hyacinthe, QC)",J2R,76481.74,76481.74,202913088.0,104737.13437793839,1753801822858,Synapse54,1753801822858,Synapse54
310,"J2S (Saint-Hyacinthe, QC)",J2S,51783.61,51783.61,64473264.0,73386.10579135851,1753801822858,Synapse54,1753801822858,Synapse54
311,"J2T (Saint-Hyacinthe, QC)",J2T,66559.47,66559.47,91771688.0,53456.23963708392,1753801822858,Synapse54,1753801822858,Synapse54
312,"J2W (Saint-Jean-Sur-Richelieu, QC)",J2W,98988.5,98988.5,103463004.5,59571.138073747235,1753801822858,Synapse54,1753801822858,Synapse54
313,"J2X (Saint-Jean-Sur-Richelieu, QC)",J2X,80380.94,80380.94,145676986.0,80102.73759580929,1753801822858,Synapse54,1753801822858,Synapse54
314,"J2Y (Saint-Jean-Sur-Richelieu, QC)",J2Y,97939.39,97939.39,146400386.17578125,73826.30271667863,1753801822858,Synapse54,1753801822858,Synapse54
315,"J3A (Saint-Jean-Sur-Richelieu, QC)",J3A,46434.98,46434.98,6186209.0,11188.578319190965,1753801822858,Synapse54,1753801822858,Synapse54
316,"J3B (Saint-Jean-Sur-Richelieu, QC)",J3B,65502.82,65502.82,95704303.5,54381.46319865555,1753801822858,Synapse54,1753801822858,Synapse54
317,"J3E (Sainte-Julie, QC)",J3E,105690.84,105690.84,105827610.5,60902.63170645707,1753801822858,Synapse54,1753801822858,Synapse54
318,"J3G (Beloeil, QC)",J3G,87933.92,87933.92,171490984.5,98109.63892656052,1753801822858,Synapse54,1753801822858,Synapse54
319,"J3H (Beloeil, QC)",J3H,102541.39,102541.39,80996367.5,55540.40786090735,1753801822858,Synapse54,1753801822858,Synapse54
320,"J3L (Chambly, QC)",J3L,100954.14,100954.14,364093398.0,124754.83820581688,1753801822858,Synapse54,1753801822858,Synapse54
321,"J3M (Marieville, QC)",J3M,73883.08,73883.08,126097256.5,55752.50302456562,1753801822858,Synapse54,1753801822858,Synapse54
322,"J3N (St-Basile-Le-Grand, QC)",J3N,110299.01,110299.01,74736126.0,37659.20099111866,1753801822858,Synapse54,1753801822858,Synapse54
323,"J3P (Sorel-Tracy, QC)",J3P,58329.6,58329.6,211886795.0,80652.39762505802,1753801822858,Synapse54,1753801822858,Synapse54
324,"J3R (Sorel-Tracy, QC)",J3R,60241.61,60241.61,57862738.0,40488.46821105956,1753801822858,Synapse54,1753801822858,Synapse54
325,"J3T (Nicolet, QC)",J3T,63341.07,63341.07,271606732.5,71484.12258274788,1753801822858,Synapse54,1753801822858,Synapse54
326,"J3V (Saint-Bruno, QC)",J3V,118058.11,118058.11,90158805.5,51396.92313356961,1753801822858,Synapse54,1753801822858,Synapse54
327,"J3X (Varennes, QC)",J3X,102265.26,102265.26,232058892.5,71561.3428539275,1753801822858,Synapse54,1753801822858,Synapse54
328,"J3Y (Saint-Hubert, QC)",J3Y,87453.51,87453.51,101336037.0,100201.13539228243,1753801822858,Synapse54,1753801822858,Synapse54
329,"J3Z (Saint-Hubert, QC)",J3Z,117075.09,117075.09,22454206.0,63608.93575532092,1753801822858,Synapse54,1753801822858,Synapse54
330,"J4B (Boucherville, QC)",J4B,111400.5,111400.5,170076124.5,59886.44585342009,1753801822858,Synapse54,1753801822858,Synapse54
331,"J4G (Longueuil, QC)",J4G,75576.52,75576.52,25356829.5,23719.52752698455,1753801822858,Synapse54,1753801822858,Synapse54
332,"J4H (Longueuil, QC)",J4H,60205.08,60205.08,11650935.0,15524.513087115087,1753801822858,Synapse54,1753801822858,Synapse54
333,"J4J (Longueuil, QC)",J4J,57604.04,57604.04,15351226.5,21930.353895068798,1753801822858,Synapse54,1753801822858,Synapse54
334,"J4K (Longueuil, QC)",J4K,60374.89,60374.89,12801059.0,20426.997549827258,1753801822858,Synapse54,1753801822858,Synapse54
335,"J4L (Longueuil, QC)",J4L,63694.14,63694.14,14765810.5,16776.5326873664,1753801822858,Synapse54,1753801822858,Synapse54
336,"J4M (Longueuil, QC)",J4M,102963.83,102963.83,10545973.0,20915.15150342213,1753801822858,Synapse54,1753801822858,Synapse54
337,"J4N (Longueuil, QC)",J4N,84545.24,84545.24,9982414.5,18319.159231838094,1753801822858,Synapse54,1753801822858,Synapse54
338,"J4P (Longueuil, QC)",J4P,80639.64,80639.64,6998059.0,12458.778436344583,1753801822858,Synapse54,1753801822858,Synapse54
339,"J4R (Longueuil, QC)",J4R,76174.48,76174.48,5607448.0,11472.375668491168,1753801822858,Synapse54,1753801822858,Synapse54
340,"J4S (Longueuil, QC)",J4S,86048.75,86048.75,4293595.5,10044.635885759557,1753801822858,Synapse54,1753801822858,Synapse54
341,"J4T (Saint-Hubert, QC)",J4T,65001.56,65001.56,8655769.0,12531.329908587128,1753801822858,Synapse54,1753801822858,Synapse54
342,"J4V (Longueuil, QC)",J4V,73238.34,73238.34,9874770.0,19495.60469716676,1753801822858,Synapse54,1753801822858,Synapse54
343,"J4W (Longueuil, QC)",J4W,76787.26,76787.26,11512935.0,16336.628676963564,1753801822858,Synapse54,1753801822858,Synapse54
344,"J4X (Longueuil, QC)",J4X,91944.84,91944.84,13216489.5,15198.092586417742,1753801822858,Synapse54,1753801822858,Synapse54
345,"J4Y (Longueuil, QC)",J4Y,92040.41,92040.41,21259495.5,19670.691530096043,1753801822858,Synapse54,1753801822858,Synapse54
346,"J4Z (Longueuil, QC)",J4Z,78303.18,78303.18,42442433.5,36399.19983850107,1753801822858,Synapse54,1753801822858,Synapse54
347,"J5A (Saint-Constant, QC)",J5A,95259.6,95259.6,123489244.5,53706.37543156535,1753801822858,Synapse54,1753801822858,Synapse54
348,"J5B (Delson, QC)",J5B,86082.07,86082.07,13765665.5,25868.554957637258,1753801822858,Synapse54,1753801822858,Synapse54
349,"J5C (Sainte-Catherine, QC)",J5C,86190.4,86190.4,20056189.5,22328.89425891819,1753801822858,Synapse54,1753801822858,Synapse54
350,"J5J (Sainte-Sophie, QC)",J5J,81203.5,81203.5,230905181.0,66651.47964912902,1753801822858,Synapse54,1753801822858,Synapse54
351,"J5K (Saint-Colomban, QC)",J5K,97833.42,97833.42,193780426.5,69823.6154247918,1753801822858,Synapse54,1753801822858,Synapse54
352,"J5L (Saint-Jerome, QC)",J5L,84743.71,84743.71,95796285.0,58040.91698594175,1753801822858,Synapse54,1753801822858,Synapse54
353,"J5M (Saint-Lin-Laurentides, QC)",J5M,81457.59,81457.59,245439917.0,79215.19535436288,1753801822858,Synapse54,1753801822858,Synapse54
354,"J5N (Saint-Lin-Laurentides, QC)",J5N,77426.27,77426.27,190530835.0,58815.89393433861,1753801822858,Synapse54,1753801822858,Synapse54
355,"J5R (La Prairie, QC)",J5R,99217.64,99217.64,116490762.5,83791.09209902641,1753801822858,Synapse54,1753801822858,Synapse54
356,"J5T (Lavaltrie, QC)",J5T,82751.49,82751.49,154486438.5,59411.55582605956,1753801822858,Synapse54,1753801822858,Synapse54
357,"J5V (Louiseville, QC)",J5V,47480.79,47480.79,506748881.0,179854.3461791025,1753801822858,Synapse54,1753801822858,Synapse54
358,"J5W (L'assomption, QC)",J5W,85206.18,85206.18,332828346.5,103350.78663938354,1753801822858,Synapse54,1753801822858,Synapse54
359,"J5X (L'epiphanie, QC)",J5X,77347.78,77347.78,93137482.5,61537.5779427655,1753801822858,Synapse54,1753801822858,Synapse54
360,"J5Y (Repentigny, QC)",J5Y,100688.99,100688.99,22356230.5,21230.469901767003,1753801822858,Synapse54,1753801822858,Synapse54
361,"J5Z (Repentigny, QC)",J5Z,83896.81,83896.81,78014581.0,40720.846170485005,1753801822858,Synapse54,1753801822858,Synapse54
362,"J6A (Repentigny, QC)",J6A,79389.65,79389.65,48655375.5,39943.850012514275,1753801822858,Synapse54,1753801822858,Synapse54
363,"J6E (Joliette, QC)",J6E,56287.27,56287.27,137214208.0,95275.2587794035,1753801822858,Synapse54,1753801822858,Synapse54
364,"J6J (Chateauguay, QC)",J6J,75043.31,75043.31,74217052.0,72123.22068999698,1753801822858,Synapse54,1753801822858,Synapse54
365,"J6K (Chateauguay, QC)",J6K,81378.12,81378.12,20188406.0,28536.15419577854,1753801822858,Synapse54,1753801822858,Synapse54
366,"J6N (Beauharnois, QC)",J6N,69647.14,69647.14,233462281.0,99024.33793574793,1753801822858,Synapse54,1753801822858,Synapse54
367,"J6R (Mercier, QC)",J6R,97738.09,97738.09,115347180.0,49311.90260299979,1753801822858,Synapse54,1753801822858,Synapse54
368,"J6S (Salaberry-De-Valleyfield, QC)",J6S,60840.45,60840.45,210261044.5,73467.37727321035,1753801822858,Synapse54,1753801822858,Synapse54
369,"J6T (Salaberry-De-Valleyfield, QC)",J6T,56056.71,56056.71,46981135.0,36756.956833154014,1753801822858,Synapse54,1753801822858,Synapse54
370,"J6V (Terrebonne, QC)",J6V,105798.09,105798.09,60800572.0,35889.68273881664,1753801822858,Synapse54,1753801822858,Synapse54
371,"J6W (Terrebonne, QC)",J6W,82777.26,82777.26,39136671.0,33325.59650886826,1753801822858,Synapse54,1753801822858,Synapse54
372,"J6X (Terrebonne, QC)",J6X,91897.51,91897.51,60225849.5,43095.169343531845,1753801822858,Synapse54,1753801822858,Synapse54
373,"J6Y (Terrebonne, QC)",J6Y,108863.51,108863.51,81550557.0,61201.9952124608,1753801822858,Synapse54,1753801822858,Synapse54
374,"J6Z (Rosemere, QC)",J6Z,104392.96,104392.96,22537924.0,22963.79436186629,1753801822858,Synapse54,1753801822858,Synapse54
375,"J7A (Rosemere, QC)",J7A,114811.78,114811.78,24339416.5,22941.14213233615,1753801822858,Synapse54,1753801822858,Synapse54
376,"J7B (Boisbriand, QC)",J7B,149572.59,149572.59,14667986.5,16792.064136555553,1753801822858,Synapse54,1753801822858,Synapse54
377,"J7C (Boisbriand, QC)",J7C,96533.5,96533.5,94216134.5,48996.310543076004,1753801822858,Synapse54,1753801822858,Synapse54
378,"J7E (Boisbriand, QC)",J7E,65134.21,65134.21,38942666.0,66768.75062873606,1753801822858,Synapse54,1753801822858,Synapse54
379,"J7G (Boisbriand, QC)",J7G,87530.33,87530.33,24826343.0,22844.466974416475,1753801822858,Synapse54,1753801822858,Synapse54
380,"J7H (Boisbriand, QC)",J7H,82246.75,82246.75,18524557.5,29683.633390851617,1753801822858,Synapse54,1753801822858,Synapse54
381,"J7J (Boisbriand, QC)",J7J,88265.92,88265.92,216897455.5,103444.96666308724,1753801822858,Synapse54,1753801822858,Synapse54
382,"J7K (Terrebonne, QC)",J7K,88325.91,88325.91,193069363.5,83975.60969421153,1753801822858,Synapse54,1753801822858,Synapse54
383,"J7L (Terrebonne, QC)",J7L,97692.31,97692.31,28664221.0,25040.678807417222,1753801822858,Synapse54,1753801822858,Synapse54
384,"J7M (Terrebonne, QC)",J7M,88594.67,88594.67,82543767.0,48321.76398543206,1753801822858,Synapse54,1753801822858,Synapse54
385,"J7N (Boisbriand, QC)",J7N,86209.23,86209.23,781900527.5,198254.3737699631,1753801822858,Synapse54,1753801822858,Synapse54
386,"J7P (Saint-Eustache, QC)",J7P,77614.91,77614.91,34525041.5,29797.38514106549,1753801822858,Synapse54,1753801822858,Synapse54
387,"J7R (Saint-Eustache, QC)",J7R,84093.73,84093.73,124808411.0,71490.55014073827,1753801822858,Synapse54,1753801822858,Synapse54
388,"J7T (Vaudreuil-Dorion, QC)",J7T,113523.9,113523.9,297651983.5,93415.04234638221,1753801822858,Synapse54,1753801822858,Synapse54
389,"J7V (Vaudreuil-Dorion, QC)",J7V,86868.18,86868.18,362449115.0,152968.31394129083,1753801822858,Synapse54,1753801822858,Synapse54
390,"J7W (Vaudreuil-Dorion, QC)",J7W,90509.32,90509.32,24383265.0,23490.450057951097,1753801822858,Synapse54,1753801822858,Synapse54
391,"J7X (Salaberry-De-Valleyfield, QC)",J7X,76209.8,76209.8,64920487.0,46286.99583260664,1753801822858,Synapse54,1753801822858,Synapse54
392,"J7Y (Saint-Jerome, QC)",J7Y,57376.8,57376.8,50087471.02734375,55705.64280837206,1753801822858,Synapse54,1753801822858,Synapse54
393,"J7Z (Saint-Jerome, QC)",J7Z,55045.59,55045.59,36942944.47265625,33700.08035698858,1753801822858,Synapse54,1753801822858,Synapse54
