OBJECTID,DESCRIPTION,ID,ECYMTN2534,ECYMTN2534_P,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
196,"H3T (Montreal, QC)",H3T,1955,27.53,27.53,3607516.5,8899.065890536858,1753801024961,Synapse54,1753801024961,Synapse54
197,"H3V (Montreal, QC)",H3V,946,23.19,23.19,3676769.0,9340.08432806038,1753801024961,Synapse54,1753801024961,Synapse54
198,"H3W (Montreal, QC)",H3W,2221,16.61,16.61,5569083.5,12464.00419712417,1753801024961,Synapse54,1753801024961,Synapse54
199,"H3X (Montreal, QC)",H3X,1708,15.71,15.71,8676070.0,13038.712105834822,1753801024961,Synapse54,1753801024961,Synapse54
200,"H3Y (Montreal, QC)",H3Y,269,6.79,6.79,5680936.5,10400.46779440301,1753801024961,Synapse54,1753801024961,Synapse54
201,"H3Z (Montreal, QC)",H3Z,720,13.3,13.3,2971245.0,7979.12833061372,1753801024961,Synapse54,1753801024961,Synapse54
202,"H4A (Montreal, QC)",H4A,2406,19.43,19.43,6339669.0,10830.775097279686,1753801024961,Synapse54,1753801024961,Synapse54
203,"H4B (Montreal, QC)",H4B,2022,17.52,17.52,5495449.5,11430.593825626274,1753801024961,Synapse54,1753801024961,Synapse54
204,"H4C (Montreal, QC)",H4C,3309,32.67,32.67,10079054.5,19231.90024241674,1753801024961,Synapse54,1753801024961,Synapse54
205,"H4E (Montreal, QC)",H4E,3654,23.05,23.05,10446763.5,18116.080205740356,1753801024961,Synapse54,1753801024961,Synapse54
206,"H4G (Verdun, QC)",H4G,4955,29.7,29.7,6200126.5,10435.627645908377,1753801024961,Synapse54,1753801024961,Synapse54
207,"H4H (Verdun, QC)",H4H,1654,18.52,18.52,6500184.5,11023.978149390903,1753801024961,Synapse54,1753801024961,Synapse54
208,"H4J (Montreal, QC)",H4J,1210,15.8,15.8,6400914.5,12111.703398579217,1753801024961,Synapse54,1753801024961,Synapse54
209,"H4K (Montreal, QC)",H4K,328,8.08,8.08,10268900.0,15365.586434704945,1753801024961,Synapse54,1753801024961,Synapse54
210,"H4L (Montreal, QC)",H4L,2058,13.4,13.4,10499306.5,13425.367090877367,1753801024961,Synapse54,1753801024961,Synapse54
211,"H4M (Montreal, QC)",H4M,537,10.67,10.67,6193041.5,11376.386905744941,1753801024961,Synapse54,1753801024961,Synapse54
212,"H4N (Montreal, QC)",H4N,1959,15.08,15.08,11515200.0,17692.530830513202,1753801024961,Synapse54,1753801024961,Synapse54
213,"H4P (Montreal, QC)",H4P,1424,28.72,28.72,7616644.5,13917.162705093007,1753801024961,Synapse54,1753801024961,Synapse54
214,"H4R (Montreal, QC)",H4R,1558,12.4,12.4,19778627.5,19925.041667183443,1753801024961,Synapse54,1753801024961,Synapse54
215,"H4S (Montreal, QC)",H4S,11,6.79,6.79,25736787.0,27350.179631335064,1753801024961,Synapse54,1753801024961,Synapse54
216,"H4T (Montreal, QC)",H4T,1,7.69,7.69,12913673.5,17286.679172996657,1753801024961,Synapse54,1753801024961,Synapse54
217,"H4V (Montreal, QC)",H4V,1089,11.96,11.96,4860370.5,9490.823388671204,1753801024961,Synapse54,1753801024961,Synapse54
218,"H4W (Montreal, QC)",H4W,1253,10.83,10.83,15741448.0,18055.60507168441,1753801024961,Synapse54,1753801024961,Synapse54
219,"H4X (Montreal, QC)",H4X,256,9.23,9.23,3272580.5,9711.337741501437,1753801024961,Synapse54,1753801024961,Synapse54
220,"H4Y (Pointe-Claire-Dorval, QC)",H4Y,0,0.0,0.0,13605865.0,21906.491759391112,1753801024961,Synapse54,1753801024961,Synapse54
221,"H4Z (Montreal, QC)",H4Z,9,39.13,39.13,48269.5,1084.0077881690113,1753801024961,Synapse54,1753801024961,Synapse54
222,"H5A (Montreal, QC)",H5A,0,0.0,0.0,70328.5,1077.3693943590201,1753801024961,Synapse54,1753801024961,Synapse54
223,"H5B (Montreal, QC)",H5B,11,34.38,34.38,69225.0,1241.39561389562,1753801024961,Synapse54,1753801024961,Synapse54
224,"H7A (Laval, QC)",H7A,747,9.62,9.62,55986161.0,35792.476329694015,1753801024961,Synapse54,1753801024961,Synapse54
225,"H7B (Laval, QC)",H7B,158,14.84,14.84,12833492.0,19465.102961418776,1753801024961,Synapse54,1753801024961,Synapse54
226,"H7C (Laval, QC)",H7C,412,11.47,11.47,26706438.0,33344.532757897236,1753801024961,Synapse54,1753801024961,Synapse54
227,"H7E (Laval, QC)",H7E,1102,10.44,10.44,58603236.5,49715.749208773435,1753801024961,Synapse54,1753801024961,Synapse54
228,"H7G (Laval, QC)",H7G,1047,11.52,11.52,12923832.5,19204.029301455565,1753801024961,Synapse54,1753801024961,Synapse54
229,"H7H (Laval, QC)",H7H,515,10.25,10.25,15956758.0,19199.605061874256,1753801024961,Synapse54,1753801024961,Synapse54
230,"H7J (Laval, QC)",H7J,77,8.83,8.83,53323302.0,33198.313020576155,1753801024961,Synapse54,1753801024961,Synapse54
231,"H7K (Laval, QC)",H7K,700,8.02,8.02,30865320.0,25890.412217277662,1753801024961,Synapse54,1753801024961,Synapse54
232,"H7L (Laval, QC)",H7L,1234,8.7,8.7,44625160.0,29614.545742793118,1753801024961,Synapse54,1753801024961,Synapse54
233,"H7M (Laval, QC)",H7M,1123,10.31,10.31,21060041.0,20135.878363934327,1753801024961,Synapse54,1753801024961,Synapse54
234,"H7N (Laval, QC)",H7N,4031,18.5,18.5,22733173.5,31142.9739798465,1753801024961,Synapse54,1753801024961,Synapse54
235,"H7P (Laval, QC)",H7P,1461,9.94,9.94,39418609.5,29119.748261948425,1753801024961,Synapse54,1753801024961,Synapse54
236,"H7R (Laval, QC)",H7R,1136,9.4,9.4,39328921.5,33526.83151448517,1753801024961,Synapse54,1753801024961,Synapse54
237,"H7S (Laval, QC)",H7S,464,13.54,13.54,10962382.0,13461.308964386186,1753801024961,Synapse54,1753801024961,Synapse54
238,"H7T (Laval, QC)",H7T,1451,12.36,12.36,19220992.5,21847.72561749218,1753801024961,Synapse54,1753801024961,Synapse54
239,"H7V (Laval, QC)",H7V,1338,12.56,12.56,13084368.0,17090.83415240245,1753801024961,Synapse54,1753801024961,Synapse54
240,"H7W (Laval, QC)",H7W,1615,9.18,9.18,21296664.5,20542.33134907331,1753801024961,Synapse54,1753801024961,Synapse54
241,"H7X (Laval, QC)",H7X,801,8.05,8.05,31137712.0,25106.867662548826,1753801024961,Synapse54,1753801024961,Synapse54
242,"H7Y (Laval, QC)",H7Y,259,7.3,7.3,14444971.0,18869.75173232823,1753801024961,Synapse54,1753801024961,Synapse54
243,"H8N (Lasalle, QC)",H8N,2429,16.83,16.83,14389471.0,18103.010513945057,1753801024961,Synapse54,1753801024961,Synapse54
244,"H8P (Lasalle, QC)",H8P,1490,13.91,13.91,21862717.5,20668.285538772176,1753801024961,Synapse54,1753801024961,Synapse54
245,"H8R (Lasalle, QC)",H8R,2068,14.51,14.51,18116586.5,27293.21202861797,1753801024961,Synapse54,1753801024961,Synapse54
246,"H8S (Lasalle, QC)",H8S,2433,19.0,19.0,19856874.0,24144.754425147134,1753801024961,Synapse54,1753801024961,Synapse54
247,"H8T (Pointe-Claire-Dorval, QC)",H8T,671,10.34,10.34,21610415.0,20729.17122189251,1753801024961,Synapse54,1753801024961,Synapse54
248,"H8Y (Roxboro, QC)",H8Y,781,10.39,10.39,14039619.0,22252.616674527148,1753801024961,Synapse54,1753801024961,Synapse54
249,"H8Z (Roxboro, QC)",H8Z,460,7.83,7.83,11082242.5,14451.759662340886,1753801024961,Synapse54,1753801024961,Synapse54
250,"H9A (Pierrefonds, QC)",H9A,443,7.15,7.15,9353959.0,13155.163982221264,1753801024961,Synapse54,1753801024961,Synapse54
251,"H9B (Roxboro, QC)",H9B,658,8.49,8.49,14796114.0,18421.91025899604,1753801024961,Synapse54,1753801024961,Synapse54
252,"H9C (Pierrefonds, QC)",H9C,246,5.74,5.74,24503744.5,20531.792890304176,1753801024961,Synapse54,1753801024961,Synapse54
253,"H9E (Pierrefonds, QC)",H9E,74,5.7,5.7,42250333.0,27083.5790617143,1753801024961,Synapse54,1753801024961,Synapse54
254,"H9G (Pointe-Claire-Dorval, QC)",H9G,493,8.33,8.33,8457140.5,12464.539249179079,1753801024961,Synapse54,1753801024961,Synapse54
255,"H9H (Pierrefonds, QC)",H9H,818,8.5,8.5,19613903.5,23879.67204388559,1753801024961,Synapse54,1753801024961,Synapse54
256,"H9J (Pierrefonds, QC)",H9J,543,6.96,6.96,17167469.0,23970.816444803262,1753801024961,Synapse54,1753801024961,Synapse54
257,"H9K (Pierrefonds, QC)",H9K,330,9.96,9.96,30500131.5,26824.382930325875,1753801024961,Synapse54,1753801024961,Synapse54
258,"H9P (Pointe-Claire-Dorval, QC)",H9P,158,9.91,9.91,19498535.0,39692.170261991225,1753801024961,Synapse54,1753801024961,Synapse54
259,"H9R (Pointe-Claire-Dorval, QC)",H9R,989,9.16,9.16,29882299.5,25305.84671237734,1753801024961,Synapse54,1753801024961,Synapse54
260,"H9S (Pointe-Claire-Dorval, QC)",H9S,1307,11.73,11.73,78965867.0,44171.880466646624,1753801024961,Synapse54,1753801024961,Synapse54
261,"H9W (Beaconsfield, QC)",H9W,325,4.57,4.57,43852698.0,28888.96518701168,1753801024961,Synapse54,1753801024961,Synapse54
262,"H9X (Sainte-Anne-De-Bellevue, QC)",H9X,469,11.82,11.82,73291956.5,35517.603411509444,1753801024961,Synapse54,1753801024961,Synapse54
263,"J0A (Warwick, QC)",J0A,980,11.49,11.49,2834357143.0,359358.8229727042,1753801024961,Synapse54,1753801024961,Synapse54
264,"J0B (Richmond, QC)",J0B,3462,11.78,11.78,10667378133.5,1065896.4278918828,1753801024961,Synapse54,1753801024961,Synapse54
265,"J0C (Saint-Germain-De-Grantham, QC)",J0C,1488,14.97,14.97,2217789273.0,543899.6487326861,1753801024961,Synapse54,1753801024961,Synapse54
266,"J0E (Waterloo, QC)",J0E,2596,10.18,10.18,4549634499.230469,648394.7017630582,1753801024961,Synapse54,1753801024961,Synapse54
267,"J0G (Saint-Francois-Du-Lac, QC)",J0G,947,11.13,11.13,2514787680.5,333340.5205009883,1753801024961,Synapse54,1753801024961,Synapse54
268,"J0H (Acton Vale, QC)",J0H,3238,14.13,14.13,4017334345.9570312,538883.6400762808,1753801024961,Synapse54,1753801024961,Synapse54
269,"J0J (Napierville, QC)",J0J,2227,12.13,12.13,3163504441.4609375,385870.6950955986,1753801024961,Synapse54,1753801024961,Synapse54
270,"J0K (Rawdon, QC)",J0K,8779,11.79,11.79,29697039721.0,1406950.3334880418,1753801024961,Synapse54,1753801024961,Synapse54
271,"J0L (Saint-Amable, QC)",J0L,6449,16.74,16.74,2780902762.0429688,596544.2844540038,1753801024961,Synapse54,1753801024961,Synapse54
272,"J0M (Chisasibi, QC)",J0M,1534,21.95,21.95,2507274503756.0,24396187.397056405,1753801024961,Synapse54,1753801024961,Synapse54
273,"J0N (Sainte-Marthe-Sur-Le-Lac, QC)",J0N,1990,12.67,12.67,341790001.0,92049.64421828423,1753801024961,Synapse54,1753801024961,Synapse54
274,"J0P (Saint-Zotique, QC)",J0P,2286,12.36,12.36,1320873265.0,299819.56036801497,1753801024961,Synapse54,1753801024961,Synapse54
275,"J0R (Saint-Sauveur, QC)",J0R,1647,8.69,8.69,549507968.0,153164.86554496005,1753801024961,Synapse54,1753801024961,Synapse54
276,"J0S (Sainte-Martine, QC)",J0S,2217,13.81,13.81,3261392891.5,373681.8522427627,1753801024961,Synapse54,1753801024961,Synapse54
277,"J0T (Saint-Donat-De-Montcalm, QC)",J0T,2247,7.96,7.96,10294024616.5,948593.2698027412,1753801024961,Synapse54,1753801024961,Synapse54
278,"J0V (Saint-Andre-Avellin, QC)",J0V,1344,9.93,9.93,5169637352.5,604696.2148960141,1753801024961,Synapse54,1753801024961,Synapse54
279,"J0W (Lac-Des-Ecorces, QC)",J0W,687,7.85,7.85,72760667284.5,2116484.49890364,1753801024961,Synapse54,1753801024961,Synapse54
280,"J0X (Wakefield, QC)",J0X,2348,10.56,10.56,18401542242.5,1302599.5812032141,1753801024961,Synapse54,1753801024961,Synapse54
281,"J0Y (Malartic, QC)",J0Y,1663,14.44,14.44,223534310999.0,3278730.6722274064,1753801024961,Synapse54,1753801024961,Synapse54
282,"J0Z (Lorrainville, QC)",J0Z,1668,11.06,11.06,59867601510.0,2216439.0400546975,1753801024961,Synapse54,1753801024961,Synapse54
283,"J1A (Coaticook, QC)",J1A,530,12.0,12.0,568143726.5,138682.11350637994,1753801024961,Synapse54,1753801024961,Synapse54
284,"J1C (Sherbrooke, QC)",J1C,460,16.08,16.08,148314795.5,58854.95341782354,1753801024961,Synapse54,1753801024961,Synapse54
285,"J1E (Sherbrooke, QC)",J1E,2650,19.63,19.63,36392307.5,31305.785200373433,1753801024961,Synapse54,1753801024961,Synapse54
286,"J1G (Sherbrooke, QC)",J1G,1257,13.2,13.2,23722537.5,26568.26494121696,1753801024961,Synapse54,1753801024961,Synapse54
287,"J1H (Sherbrooke, QC)",J1H,4140,24.08,24.08,90156997.5,95524.0591322304,1753801024961,Synapse54,1753801024961,Synapse54
288,"J1J (Sherbrooke, QC)",J1J,1142,14.68,14.68,14850239.5,21529.415696903085,1753801024961,Synapse54,1753801024961,Synapse54
289,"J1K (Sherbrooke, QC)",J1K,847,22.74,22.74,14646372.0,20632.820225363073,1753801024961,Synapse54,1753801024961,Synapse54
290,"J1L (Sherbrooke, QC)",J1L,1031,12.59,12.59,27073074.0,24825.97616578884,1753801024961,Synapse54,1753801024961,Synapse54
291,"J1M (Sherbrooke, QC)",J1M,511,18.26,18.26,66319442.5,51850.27975629163,1753801024961,Synapse54,1753801024961,Synapse54
292,"J1N (Sherbrooke, QC)",J1N,2547,16.59,16.59,196798113.5,75865.43435097949,1753801024961,Synapse54,1753801024961,Synapse54
293,"J1R (Sherbrooke, QC)",J1R,667,14.24,14.24,129969730.0,55500.89678544112,1753801024961,Synapse54,1753801024961,Synapse54
294,"J1S (Windsor, QC)",J1S,559,15.94,15.94,306725365.5,94080.75320925176,1753801024961,Synapse54,1753801024961,Synapse54
295,"J1T (Val-Des-Sources, QC)",J1T,453,11.0,11.0,94108625.0,49846.76465177346,1753801024961,Synapse54,1753801024961,Synapse54
296,"J1X (Magog, QC)",J1X,1567,9.15,9.15,728921445.0,201253.21200864858,1753801024961,Synapse54,1753801024961,Synapse54
297,"J1Z (Saint-Cyrille-De-Wendover, QC)",J1Z,379,16.52,16.52,352999380.0,123836.95765720992,1753801024961,Synapse54,1753801024961,Synapse54
298,"J2A (Drummondville, QC)",J2A,703,13.23,13.23,210419353.0,83920.96306970775,1753801024961,Synapse54,1753801024961,Synapse54
299,"J2B (Drummondville, QC)",J2B,2535,15.3,15.3,262759591.40234375,162201.91283563137,1753801024961,Synapse54,1753801024961,Synapse54
300,"J2C (Drummondville, QC)",J2C,1699,11.22,11.22,46328225.59765625,41604.1853996451,1753801024961,Synapse54,1753801024961,Synapse54
301,"J2E (Drummondville, QC)",J2E,320,15.13,15.13,18350789.5,28926.839340474853,1753801024961,Synapse54,1753801024961,Synapse54
302,"J2G (Granby, QC)",J2G,1903,12.93,12.93,27125065.5,40964.248286282396,1753801024961,Synapse54,1753801024961,Synapse54
303,"J2H (Granby, QC)",J2H,1034,10.51,10.51,136788271.0,82651.78876586944,1753801024961,Synapse54,1753801024961,Synapse54
304,"J2J (Granby, QC)",J2J,1084,11.94,11.94,158975426.5,75483.31166212616,1753801024961,Synapse54,1753801024961,Synapse54
305,"J2K (Cowansville, QC)",J2K,1096,11.99,11.99,327067186.0,107161.13325887192,1753801024961,Synapse54,1753801024961,Synapse54
306,"J2L (Bromont, QC)",J2L,515,8.68,8.68,230068726.0,81624.30958657779,1753801024961,Synapse54,1753801024961,Synapse54
307,"J2M (Shefford, QC)",J2M,266,8.48,8.48,242332781.2734375,116121.4987637872,1753801024961,Synapse54,1753801024961,Synapse54
308,"J2N (Farnham, QC)",J2N,897,17.93,17.93,187541869.5,67299.99265741695,1753801024961,Synapse54,1753801024961,Synapse54
309,"J2R (Saint-Hyacinthe, QC)",J2R,490,11.36,11.36,202913088.0,104737.13437793839,1753801024961,Synapse54,1753801024961,Synapse54
310,"J2S (Saint-Hyacinthe, QC)",J2S,2049,13.37,13.37,64473264.0,73386.10579135851,1753801024961,Synapse54,1753801024961,Synapse54
311,"J2T (Saint-Hyacinthe, QC)",J2T,1190,14.58,14.58,91771688.0,53456.23963708392,1753801024961,Synapse54,1753801024961,Synapse54
312,"J2W (Saint-Jean-Sur-Richelieu, QC)",J2W,1444,12.22,12.22,103463004.5,59571.138073747235,1753801024961,Synapse54,1753801024961,Synapse54
313,"J2X (Saint-Jean-Sur-Richelieu, QC)",J2X,1222,13.64,13.64,145676986.0,80102.73759580929,1753801024961,Synapse54,1753801024961,Synapse54
314,"J2Y (Saint-Jean-Sur-Richelieu, QC)",J2Y,293,12.72,12.72,146400386.17578125,73826.30271667863,1753801024961,Synapse54,1753801024961,Synapse54
315,"J3A (Saint-Jean-Sur-Richelieu, QC)",J3A,522,10.02,10.02,6186209.0,11188.578319190965,1753801024961,Synapse54,1753801024961,Synapse54
316,"J3B (Saint-Jean-Sur-Richelieu, QC)",J3B,2719,16.74,16.74,95704303.5,54381.46319865555,1753801024961,Synapse54,1753801024961,Synapse54
317,"J3E (Sainte-Julie, QC)",J3E,1231,10.13,10.13,105827610.5,60902.63170645707,1753801024961,Synapse54,1753801024961,Synapse54
318,"J3G (Beloeil, QC)",J3G,1964,13.18,13.18,171490984.5,98109.63892656052,1753801024961,Synapse54,1753801024961,Synapse54
319,"J3H (Beloeil, QC)",J3H,1033,9.24,9.24,80996367.5,55540.40786090735,1753801024961,Synapse54,1753801024961,Synapse54
320,"J3L (Chambly, QC)",J3L,3079,13.71,13.71,364093398.0,124754.83820581688,1753801024961,Synapse54,1753801024961,Synapse54
321,"J3M (Marieville, QC)",J3M,788,16.05,16.05,126097256.5,55752.50302456562,1753801024961,Synapse54,1753801024961,Synapse54
322,"J3N (St-Basile-Le-Grand, QC)",J3N,769,11.38,11.38,74736126.0,37659.20099111866,1753801024961,Synapse54,1753801024961,Synapse54
323,"J3P (Sorel-Tracy, QC)",J3P,1363,10.7,10.7,211886795.0,80652.39762505802,1753801024961,Synapse54,1753801024961,Synapse54
324,"J3R (Sorel-Tracy, QC)",J3R,834,11.28,11.28,57862738.0,40488.46821105956,1753801024961,Synapse54,1753801024961,Synapse54
325,"J3T (Nicolet, QC)",J3T,505,13.01,13.01,271606732.5,71484.12258274788,1753801024961,Synapse54,1753801024961,Synapse54
326,"J3V (Saint-Bruno, QC)",J3V,809,7.52,7.52,90158805.5,51396.92313356961,1753801024961,Synapse54,1753801024961,Synapse54
327,"J3X (Varennes, QC)",J3X,1049,12.05,12.05,232058892.5,71561.3428539275,1753801024961,Synapse54,1753801024961,Synapse54
328,"J3Y (Saint-Hubert, QC)",J3Y,3517,12.44,12.44,101336037.0,100201.13539228243,1753801024961,Synapse54,1753801024961,Synapse54
329,"J3Z (Saint-Hubert, QC)",J3Z,184,9.42,9.42,22454206.0,63608.93575532092,1753801024961,Synapse54,1753801024961,Synapse54
330,"J4B (Boucherville, QC)",J4B,1335,7.55,7.55,170076124.5,59886.44585342009,1753801024961,Synapse54,1753801024961,Synapse54
331,"J4G (Longueuil, QC)",J4G,754,14.97,14.97,25356829.5,23719.52752698455,1753801024961,Synapse54,1753801024961,Synapse54
332,"J4H (Longueuil, QC)",J4H,1263,14.95,14.95,11650935.0,15524.513087115087,1753801024961,Synapse54,1753801024961,Synapse54
333,"J4J (Longueuil, QC)",J4J,2731,17.55,17.55,15351226.5,21930.353895068798,1753801024961,Synapse54,1753801024961,Synapse54
334,"J4K (Longueuil, QC)",J4K,2756,20.18,20.18,12801059.0,20426.997549827258,1753801024961,Synapse54,1753801024961,Synapse54
335,"J4L (Longueuil, QC)",J4L,2110,14.37,14.37,14765810.5,16776.5326873664,1753801024961,Synapse54,1753801024961,Synapse54
336,"J4M (Longueuil, QC)",J4M,448,8.65,8.65,10545973.0,20915.15150342213,1753801024961,Synapse54,1753801024961,Synapse54
337,"J4N (Longueuil, QC)",J4N,542,10.12,10.12,9982414.5,18319.159231838094,1753801024961,Synapse54,1753801024961,Synapse54
338,"J4P (Longueuil, QC)",J4P,642,11.15,11.15,6998059.0,12458.778436344583,1753801024961,Synapse54,1753801024961,Synapse54
339,"J4R (Longueuil, QC)",J4R,757,14.91,14.91,5607448.0,11472.375668491168,1753801024961,Synapse54,1753801024961,Synapse54
340,"J4S (Longueuil, QC)",J4S,270,8.53,8.53,4293595.5,10044.635885759557,1753801024961,Synapse54,1753801024961,Synapse54
341,"J4T (Saint-Hubert, QC)",J4T,1621,17.76,17.76,8655769.0,12531.329908587128,1753801024961,Synapse54,1753801024961,Synapse54
342,"J4V (Longueuil, QC)",J4V,812,10.68,10.68,9874770.0,19495.60469716676,1753801024961,Synapse54,1753801024961,Synapse54
343,"J4W (Longueuil, QC)",J4W,689,9.39,9.39,11512935.0,16336.628676963564,1753801024961,Synapse54,1753801024961,Synapse54
344,"J4X (Longueuil, QC)",J4X,607,7.74,7.74,13216489.5,15198.092586417742,1753801024961,Synapse54,1753801024961,Synapse54
345,"J4Y (Longueuil, QC)",J4Y,1500,14.1,14.1,21259495.5,19670.691530096043,1753801024961,Synapse54,1753801024961,Synapse54
346,"J4Z (Longueuil, QC)",J4Z,2065,16.3,16.3,42442433.5,36399.19983850107,1753801024961,Synapse54,1753801024961,Synapse54
347,"J5A (Saint-Constant, QC)",J5A,1662,13.38,13.38,123489244.5,53706.37543156535,1753801024961,Synapse54,1753801024961,Synapse54
348,"J5B (Delson, QC)",J5B,423,13.05,13.05,13765665.5,25868.554957637258,1753801024961,Synapse54,1753801024961,Synapse54
349,"J5C (Sainte-Catherine, QC)",J5C,858,12.15,12.15,20056189.5,22328.89425891819,1753801024961,Synapse54,1753801024961,Synapse54
350,"J5J (Sainte-Sophie, QC)",J5J,1592,20.23,20.23,230905181.0,66651.47964912902,1753801024961,Synapse54,1753801024961,Synapse54
351,"J5K (Saint-Colomban, QC)",J5K,1101,15.44,15.44,193780426.5,69823.6154247918,1753801024961,Synapse54,1753801024961,Synapse54
352,"J5L (Saint-Jerome, QC)",J5L,1383,14.0,14.0,95796285.0,58040.91698594175,1753801024961,Synapse54,1753801024961,Synapse54
353,"J5M (Saint-Lin-Laurentides, QC)",J5M,2369,23.17,23.17,245439917.0,79215.19535436288,1753801024961,Synapse54,1753801024961,Synapse54
354,"J5N (Saint-Lin-Laurentides, QC)",J5N,1133,17.54,17.54,190530835.0,58815.89393433861,1753801024961,Synapse54,1753801024961,Synapse54
355,"J5R (La Prairie, QC)",J5R,2300,10.93,10.93,116490762.5,83791.09209902641,1753801024961,Synapse54,1753801024961,Synapse54
356,"J5T (Lavaltrie, QC)",J5T,1061,16.71,16.71,154486438.5,59411.55582605956,1753801024961,Synapse54,1753801024961,Synapse54
357,"J5V (Louiseville, QC)",J5V,335,8.96,8.96,506748881.0,179854.3461791025,1753801024961,Synapse54,1753801024961,Synapse54
358,"J5W (L'assomption, QC)",J5W,1583,14.01,14.01,332828346.5,103350.78663938354,1753801024961,Synapse54,1753801024961,Synapse54
359,"J5X (L'epiphanie, QC)",J5X,626,16.96,16.96,93137482.5,61537.5779427655,1753801024961,Synapse54,1753801024961,Synapse54
360,"J5Y (Repentigny, QC)",J5Y,1042,9.14,9.14,22356230.5,21230.469901767003,1753801024961,Synapse54,1753801024961,Synapse54
361,"J5Z (Repentigny, QC)",J5Z,1331,11.1,11.1,78014581.0,40720.846170485005,1753801024961,Synapse54,1753801024961,Synapse54
362,"J6A (Repentigny, QC)",J6A,1543,10.25,10.25,48655375.5,39943.850012514275,1753801024961,Synapse54,1753801024961,Synapse54
363,"J6E (Joliette, QC)",J6E,2666,11.6,11.6,137214208.0,95275.2587794035,1753801024961,Synapse54,1753801024961,Synapse54
364,"J6J (Chateauguay, QC)",J6J,1085,10.37,10.37,74217052.0,72123.22068999698,1753801024961,Synapse54,1753801024961,Synapse54
365,"J6K (Chateauguay, QC)",J6K,1031,10.1,10.1,20188406.0,28536.15419577854,1753801024961,Synapse54,1753801024961,Synapse54
366,"J6N (Beauharnois, QC)",J6N,1129,14.62,14.62,233462281.0,99024.33793574793,1753801024961,Synapse54,1753801024961,Synapse54
367,"J6R (Mercier, QC)",J6R,766,13.28,13.28,115347180.0,49311.90260299979,1753801024961,Synapse54,1753801024961,Synapse54
368,"J6S (Salaberry-De-Valleyfield, QC)",J6S,1748,14.15,14.15,210261044.5,73467.37727321035,1753801024961,Synapse54,1753801024961,Synapse54
369,"J6T (Salaberry-De-Valleyfield, QC)",J6T,1293,14.09,14.09,46981135.0,36756.956833154014,1753801024961,Synapse54,1753801024961,Synapse54
370,"J6V (Terrebonne, QC)",J6V,627,10.65,10.65,60800572.0,35889.68273881664,1753801024961,Synapse54,1753801024961,Synapse54
371,"J6W (Terrebonne, QC)",J6W,1837,12.87,12.87,39136671.0,33325.59650886826,1753801024961,Synapse54,1753801024961,Synapse54
372,"J6X (Terrebonne, QC)",J6X,1116,11.57,11.57,60225849.5,43095.169343531845,1753801024961,Synapse54,1753801024961,Synapse54
373,"J6Y (Terrebonne, QC)",J6Y,1045,12.15,12.15,81550557.0,61201.9952124608,1753801024961,Synapse54,1753801024961,Synapse54
374,"J6Z (Rosemere, QC)",J6Z,943,11.81,11.81,22537924.0,22963.79436186629,1753801024961,Synapse54,1753801024961,Synapse54
375,"J7A (Rosemere, QC)",J7A,386,7.05,7.05,24339416.5,22941.14213233615,1753801024961,Synapse54,1753801024961,Synapse54
376,"J7B (Boisbriand, QC)",J7B,399,8.77,8.77,14667986.5,16792.064136555553,1753801024961,Synapse54,1753801024961,Synapse54
377,"J7C (Boisbriand, QC)",J7C,2365,12.48,12.48,94216134.5,48996.310543076004,1753801024961,Synapse54,1753801024961,Synapse54
378,"J7E (Boisbriand, QC)",J7E,2422,17.2,17.2,38942666.0,66768.75062873606,1753801024961,Synapse54,1753801024961,Synapse54
379,"J7G (Boisbriand, QC)",J7G,1120,14.71,14.71,24826343.0,22844.466974416475,1753801024961,Synapse54,1753801024961,Synapse54
380,"J7H (Boisbriand, QC)",J7H,544,14.46,14.46,18524557.5,29683.633390851617,1753801024961,Synapse54,1753801024961,Synapse54
381,"J7J (Boisbriand, QC)",J7J,2078,16.16,16.16,216897455.5,103444.96666308724,1753801024961,Synapse54,1753801024961,Synapse54
382,"J7K (Terrebonne, QC)",J7K,2271,14.45,14.45,193069363.5,83975.60969421153,1753801024961,Synapse54,1753801024961,Synapse54
383,"J7L (Terrebonne, QC)",J7L,845,15.0,15.0,28664221.0,25040.678807417222,1753801024961,Synapse54,1753801024961,Synapse54
384,"J7M (Terrebonne, QC)",J7M,1186,13.32,13.32,82543767.0,48321.76398543206,1753801024961,Synapse54,1753801024961,Synapse54
385,"J7N (Boisbriand, QC)",J7N,3080,20.39,20.39,781900527.5,198254.3737699631,1753801024961,Synapse54,1753801024961,Synapse54
386,"J7P (Saint-Eustache, QC)",J7P,1311,11.88,11.88,34525041.5,29797.38514106549,1753801024961,Synapse54,1753801024961,Synapse54
387,"J7R (Saint-Eustache, QC)",J7R,1848,11.8,11.8,124808411.0,71490.55014073827,1753801024961,Synapse54,1753801024961,Synapse54
388,"J7T (Vaudreuil-Dorion, QC)",J7T,1199,10.78,10.78,297651983.5,93415.04234638221,1753801024961,Synapse54,1753801024961,Synapse54
389,"J7V (Vaudreuil-Dorion, QC)",J7V,3587,12.38,12.38,362449115.0,152968.31394129083,1753801024961,Synapse54,1753801024961,Synapse54
